% Of Applicant Portfolio,申請者ポートフォリオの割合(%),
% Of Total Portfolio,全体ポートフォリオの割合(%),
Receivable Account,Receivable Account,
Reference Date,Reference Date,
Reference Document Type,Reference Document種類,
Reference Name,参照名,
Reference No,参照番号,
Reference Number,参照番号,
References,参照,
Refund,返金,
Refund Account,返金アカウント,
Refund Amount,返金金額,
Refund Date,返金日,
Refund Details,返金詳細,
Refund amount,返金金額,
Refund amount cannot be greater than net paid amount,返金金額は正味支払い金額を超えることはできません,
Refund amount cannot be more than available amount,返金金額は利用可能金額を超えることはできません,
Regular,通常,
Reject,Reject,
Rejected,却下,
Release,解除,
Release Requested,解除リクエスト済み,
Release Time,解除日時,
Released,リリース済,
Remarks,備考,
Repay Fixed Amount per Period,期間あたりの固定返済額,
Repay From Salary,Repay From Salary,
Repay Over Number of Periods,返済期間数,
Repayment,返済,
Repayment Account,返済アカウント,
Repayment Date On,返済日設定,
Repayment Details,返済詳細,
Repayment Frequency,返済頻度,
Repayment Info,返済情報,
Repayment Method,返済方法,
Repayment Period In Months,返済期間（月数）,
Repayment Period in Months,返済期間（月数）,
Repayment Schedule,返済スケジュール,
Repayment Schedule Detail,返済スケジュール詳細,
Repayment Schedule Type,返済スケジュールタイプ,
Repayment Start Date,返済開始日,
Repayment Start Date cannot be before Disbursement Date,返済開始日は実行日より前にすることはできません,
Repayment Start Date is mandatory for term loans,期間ローンには返済開始日が必須です,
Repayment Type,返済タイプ,
Repayment cannot be made for closed loan,終了済みローンに対する返済はできません,
Repayment periods is mandatory for term loans,期間ローンには返済期間が必須です,
Repayment type can only be Write Off Recovery or Write Off Settlement,返済タイプは償却回収または償却清算のみ指定できます,
Repossessed,回収済み,
Repost Date,再転記日,
Request Loan Closure,ローン終了リクエスト,
Requested,リクエスト済,
Rescheduled,リスケジュール済み,
Restructure Charges,再編手数料,
Restructure Date,再編日,
Restructure Date cannot be before last due date {0},再編日は最終期日{0}より前にすることはできません,
Restructure Date {0} cannot be after Repayment Start Date {1},再編日{0}は返済開始日{1}より後にすることはできません,
Restructure Type,再編タイプ,
Restructure of Loans applicable,ローン再編適用可能,
Restructured,再編済み,
Review,レビュー,
Round Off Account is mandatory,端数処理アカウントは必須です,
Row {0}: Loan Security {1} added multiple times,行{0}: ローン担保{1}が複数回追加されています,
Row {0}: {1} of {2} is pledged against Loan {3}.,行{0}: {2}の{1}はローン{3}に対して質権設定されています。,
Row {0}: {1} should be between 1 and 99,行{0}: {1}は1から99の間でなければなりません,
Sales Invoice,売上請求書,
Same as regular interest accounts,通常利息アカウントと同じ,
Sanctioned,承認済み,
Sanctioned Amount Limit,承認金額上限,
Sanctioned Amount limit crossed for {0} {1},{0} {1}の承認金額上限を超えました,
Sanctioned Loan Amount,承認済みローン金額,
Sanctioned Loan Amount already exists for {0} against company {1},会社{1}に対する{0}の承認済みローン金額が既に存在します,
Secured,有担保,
Securities,担保,
Security Deposit Account,担保預り金アカウント,
Security Deposit Adjustment,担保預り金調整,
Security Type,担保タイプ,
Security Value ,セキュリティ値,
Select whether the repayment date should be the end of the current month or start of the upcoming month,返済日を当月末にするか翌月初にするかを選択してください,
Selected employee belongs to {0}. Please select an employee from company {1}.,選択された従業員は{0}に所属しています。会社{1}の従業員を選択してください。,
Semi-Secured,一部有担保,
Servicer Fee,サービサー手数料,
Settled,Settled,
Settlement Date,清算日,
Shareable Type,分担タイプ,
Shareable Type {0} added multiple times,分担タイプ{0}が複数回追加されています,
Shareables,分担対象,
Sharing Parameter,分担パラメータ,
Shortfall Amount,不足金額,
Shortfall Percentage,不足率,
Shortfall Time,不足発生日時,
Start Date,Start Date,
Start of the next month,翌月初,
State,状態,
Status,ステータス,
Submitted,提出済,
Subsidy Adjustment Account,補助金調整アカウント,
Subsidy Adjustments,補助金調整,
Suspense Account,仮勘定,
Suspense Collection Account,仮勘定回収アカウント,
Suspense Interest Income,仮勘定利息収入,
System Health,システムヘルス,
System Manager,システム管理者,
Tenure,Tenure,
Tenure Post Restructure,再編後期間,
Term Details,期間詳細,
The Loan Disbursement {0} has been closed.,ローン実行{0}は終了しました。,
The amount paid cannot be greater than the payable amount for Security Deposit Adjustment repayments.,担保預り金調整返済の支払い金額は支払い予定額を超えることはできません。,
The following disbursements do not exist or are not submitted: {},次の実行が存在しないか未提出です: {},
The following loans do not exist: {},次のローンが存在しません: {},
The schedule type that will be used for generating the term loan schedules (will affect the payment date and monthly repayment amount),期間ローンのスケジュール生成に使用されるスケジュールタイプ（支払日と月次返済額に影響します）,
There already exists a borrower with the same contact details. Do you want to fetch the borrower here?,同じ連絡先情報の借入者が既に存在します。この借入者を取得しますか？,
"There are overlapping accruals here {}, the current acrrual date gets accrued from {} to {}",ここに重複する見越があります {}、現在の見越日は{}から{}まで見越されます,
Timestamp,タイムスタンプ,
Title,タイトル,
To Branch,移管先支店,
To Date,To Date,
Total,合計,
Total Amount Paid,支払い総額,
Total Charges Paid,手数料支払い総額,
Total Charges Payable,手数料支払い予定総額,
Total Installments Paid,支払い済み分割払い合計,
Total Installments Raised,発行済み分割払い合計,
Total Interest Paid,利息支払い総額,
Total Interest Payable,利息支払い予定総額,
Total Overdue Amount,延滞総額,
Total Partner Interest Share,パートナー利息分担合計,
Total Partner Principal Share,パートナー元本分担合計,
Total Payable Amount,Payable Amount合計,
Total Payable Interest,支払い予定利息合計,
Total Payment,支払い合計,
Total Penalty Paid,ペナルティ支払い総額,
Total Principal Paid,元本支払い総額,
Total Qty,合計数量,
Total Security Value,担保価値合計,
Totals,合計,
Trace ID,Trace ID,
Traceback,Traceback,
Transfer Date,Transfer Date,
Treatment Of Interest,利息の取り扱い,
Treatment of Interest,利息の取り扱い,
Type of FLDG Applicable,適用FLDGタイプ,
Unaccrued Interest,未見越利息,
Unaccrued Interest Treatment,未見越利息の取り扱い,
Unaccrued Interest Waiver,未見越利息免除,
Unaccrued Interest Waiver cannot be greater than overdue amount,未見越利息免除は延滞金額を超えることはできません,
Unbooked Interest Paid,未計上利息支払い済み,
Unbooked Penalty Paid,未計上ペナルティ支払い済み,
Unfreeze Date,凍結解除日,
Unique Customer,一意の顧客,
Unmark NPA,NPA解除,
Unpledge,質権解除,
Unpledge Time,質権解除日時,
Unpledged,質権解除済み,
Unsecured,無担保,
Update Time,更新日時,
Upfront Deduction,前払い控除,
User Settings,ユーザー設定,
Utilized Limit,利用済み限度額,
Utilized Limit Amount,利用済み限度額,
Utilized Security Value,利用済み担保価値,
Valid From,Valid From,
Valid From Time must be lesser than Valid Upto Time.,有効開始時間は有効終了時間より前でなければなりません。,
Valid Upto,有効期限,
Validate Normal Repayment,通常返済の検証,
Value Change,Value Change,
Value Date,起算日,
Value Type,価値タイプ,
View,ビュー,
Waive Off Restructure Charges,再編手数料の免除,
Waived Amount,免除金額,
Waived amount {0} cannot be greater than outstanding amount {1},免除金額{0}は未払い金額{1}を超えることはできません,
Waived {0} amount {1} cannot be greater than overdue amount {2},免除{0}金額{1}は延滞金額{2}を超えることはできません,
Waiver Account,免除アカウント,
Waiver account not set for charge {0} in Loan Product {1},ローン商品{1}の費用{0}に免除アカウントが設定されていません,
Waiving of Charges applicable,手数料免除適用可能,
Watch Period End Date,経過観察期間終了日,
Weekly,週次,
Withhold Security Deposit,担保預り金の保留,
Workflow State,Workflow State,
Write Off Account,償却アカウント,
Write Off Accounts,償却アカウント,
Write Off Amount,償却金額,
Write Off Details,償却詳細,
Write Off Recovery,償却回収,
Write Off Recovery Account,償却回収アカウント,
Write Off Recovery Account is mandatory,償却回収アカウントは必須です,
Write Off Settlement,償却清算,
Write Off amount cannot be greater than pending loan amount,償却金額は未払いローン金額を超えることはできません,
Write off amount ({0}) should be equal to pending principal amount ({1}),償却金額（{0}）は未払い元本金額（{1}）と等しくなければなりません,
Written Off,償却済み,
Written Off Amount,償却済み金額,
You are trying to unpledge more.,質権解除の数量が多すぎます。,
ZIP Code,ZIP Code,
with reference no. {},参照番号 {},
{0} cannot be negative,{0}は負の値にできません,
{0} is mandatory. Please set it in Loan Product or Company,{0}は必須です。ローン商品または会社に設定してください,
{0} should be between 1 and 99,{0}は1から99の間でなければなりません,
{0} {1} mandatory when Loan Accounting is enabled for {2},{2}のローン会計が有効な場合、{0} {1}は必須です,
{} against loan {},ローン{}に対する{},
